grupo,idioma,numero,linea,pregunta_visible,pregunta_schema,respuesta_visible,respuesta_schema,pregunta_coincide,respuesta_coincide
SCOOTER,de,6,1107,"Brauche ich einen Führerschein, um in Barcelona einen Scooter zu mieten?","Brauche ich einen Führerschein, um in Barcelona einen Scooter zu mieten?","Der erforderliche Führerschein hängt davon ab, ob du einen 50ccm- oder 125ccm-Scooter mietest. Prüfe vor der Buchung, ob dein Führerschein für die Scooter-Kategorie gültig ist. Für 125ccm-Scooter benötigst du einen Führerschein der Klasse B seit mindestens 3 Jahren oder den entsprechenden Motorradführerschein.","Der erforderliche Führerschein hängt davon ab, ob du einen 50ccm- oder 125ccm-Scooter mietest. Prüfe vor der Buchung, ob dein Führerschein für die Scooter-Kategorie gültig ist. Für 125ccm-Scooter benötigst du einen Führerschein der Klasse B seit mindestens 3 Jahren oder den entsprechenden Motorradführerschein.",SÍ,SÍ
SCOOTER,de,7,1113,Erfordern Scooter-Mieten eine Kaution?,Erfordern Scooter-Mieten eine Kaution?,Je nach Scooter-Kategorie und Fahrzeug kann eine rückerstattbare Kaution erforderlich sein. Bring deinen Ausweis oder Reisepass mit und kontaktiere uns für weitere Details.,Je nach Scooter-Kategorie und Fahrzeug kann eine rückerstattbare Kaution erforderlich sein. Bring deinen Ausweis oder Reisepass mit und kontaktiere uns für weitere Details.,SÍ,SÍ
SCOOTER,de,8,1119,Sind Helme und Schutzausrüstung im Preis enthalten?,Sind Helme und Schutzausrüstung im Preis enthalten?,Ja. Die Scooter-Miete umfasst zwei Helme.,Ja. Die Scooter-Miete umfasst zwei Helme.,SÍ,SÍ
SCOOTER,de,9,1125,Können Touristen in Barcelona einen Scooter mieten?,Können Touristen in Barcelona einen Scooter mieten?,"Ja. Viele Reisende mieten in unserem Geschäft in der Nähe von Vila Olímpica und dem Strand von Barceloneta. Bring deinen Führerschein sowie deinen Ausweis oder Reisepass mit und kontaktiere uns, wenn du vorab eine Bestätigung wünschst.","Ja. Viele Reisende mieten in unserem Geschäft in der Nähe von Vila Olímpica und dem Strand von Barceloneta. Bring deinen Führerschein sowie deinen Ausweis oder Reisepass mit und kontaktiere uns, wenn du vorab eine Bestätigung wünschst.",SÍ,SÍ
SCOOTER,de,10,1131,"Welche sind die besten Gegenden, um einen Scooter in der Nähe des Geschäfts zu nutzen?","Welche sind die besten Gegenden, um einen Scooter in der Nähe des Geschäfts zu nutzen?","Vila Olímpica, Port Olímpic und der Strand von Barceloneta bieten einige der besten flachen Routen in der Nähe unseres Geschäfts.","Vila Olímpica, Port Olímpic und der Strand von Barceloneta bieten einige der besten flachen Routen in der Nähe unseres Geschäfts.",SÍ,SÍ
SCOOTER,de,11,1138,Welche Zahlungsmethoden kann ich verwenden?,Welche Zahlungsmethoden kann ich verwenden?,Wir akzeptieren Kartenzahlungen. PayPal ist auch für Online-Zahlungen verfügbar.,Wir akzeptieren Kartenzahlungen. PayPal ist auch für Online-Zahlungen verfügbar.,SÍ,SÍ
SCOOTER,nl,1,1086,Moet ik een 50cc- of 125cc-scooter kiezen?,Moet ik een 50cc- of 125cc-scooter kiezen?,"Een 50cc-scooter is praktisch voor stadsritten. Een 125cc-scooter is beter voor langere routes, heuvels of rijden met een passagier. Bekijk onze 50cc vs 125cc-gids voordat je boekt.","Een 50cc-scooter is praktisch voor stadsritten. Een 125cc-scooter is beter voor langere routes, heuvels of rijden met een passagier. Bekijk onze 50cc vs 125cc-gids voordat je boekt.",SÍ,SÍ
SCOOTER,nl,2,1092,Kan ik vandaag een scooter huren in Barcelona?,Kan ik vandaag een scooter huren in Barcelona?,Scooterhuur op dezelfde dag kan beschikbaar zijn afhankelijk van de voorraad. Neem contact met ons op via WhatsApp voordat je langskomt om de beschikbaarheid te bevestigen.,Scooterhuur op dezelfde dag kan beschikbaar zijn afhankelijk van de voorraad. Neem contact met ons op via WhatsApp voordat je langskomt om de beschikbaarheid te bevestigen.,SÍ,SÍ
SCOOTER,nl,3,1098,Waar bevindt RSB Rental Scooter Barcelona zich?,Waar bevindt RSB Rental Scooter Barcelona zich?,"We bevinden ons in Vila Olímpica, aan Carrer de Salvador Espriu, 63, 08005 Barcelona, vlak bij Torre MAPFRE, Port Olímpic, Casino Barcelona en het strand van Barceloneta.","We bevinden ons in Vila Olímpica, aan Carrer de Salvador Espriu, 63, 08005 Barcelona, vlak bij Torre MAPFRE, Port Olímpic, Casino Barcelona en het strand van Barceloneta.",SÍ,SÍ
SCOOTER,nl,4,1104,Bieden jullie gratis scooterbezorging bij het hotel aan?,Bieden jullie gratis scooterbezorging bij het hotel aan?,"Ja. Gratis scooterbezorging bij het hotel is inbegrepen bij huur van 3 dagen of langer in Barcelona, onder voorbehoud van bevestigde beschikbaarheid.","Ja. Gratis scooterbezorging bij het hotel is inbegrepen bij huur van 3 dagen of langer in Barcelona, onder voorbehoud van bevestigde beschikbaarheid.",SÍ,SÍ
SCOOTER,nl,5,1110,Kan ik mijn bagage of persoonlijke spullen in de winkel achterlaten tijdens de huur?,Kan ik mijn bagage of persoonlijke spullen in de winkel achterlaten tijdens de huur?,"Ja. Er is gratis opslag voor bagage, schoenen, jassen en rugzakken beschikbaar in onze bewaakte winkel.","Ja. Er is gratis opslag voor bagage, schoenen, jassen en rugzakken beschikbaar in onze bewaakte winkel.",SÍ,SÍ
SCOOTER,nl,6,1116,Heb ik een rijbewijs nodig om in Barcelona een scooter te huren?,Heb ik een rijbewijs nodig om in Barcelona een scooter te huren?,"Het benodigde rijbewijs hangt af van of je een 50cc- of 125cc-scooter huurt. Controleer vóór het boeken of je rijbewijs geldig is voor de scootercategorie. Voor 125cc-scooters heb je een rijbewijs B nodig dat je minstens 3 jaar hebt, of het overeenkomstige motorrijbewijs.","Het benodigde rijbewijs hangt af van of je een 50cc- of 125cc-scooter huurt. Controleer vóór het boeken of je rijbewijs geldig is voor de scootercategorie. Voor 125cc-scooters heb je een rijbewijs B nodig dat je minstens 3 jaar hebt, of het overeenkomstige motorrijbewijs.",SÍ,SÍ
SCOOTER,nl,7,1122,Is er een borg nodig voor scooterhuur?,Is er een borg nodig voor scooterhuur?,Er kan een terugbetaalbare borg gelden afhankelijk van de scootercategorie en het voertuig. Neem je ID of paspoort mee en neem contact met ons op voor meer details.,Er kan een terugbetaalbare borg gelden afhankelijk van de scootercategorie en het voertuig. Neem je ID of paspoort mee en neem contact met ons op voor meer details.,SÍ,SÍ
SCOOTER,nl,8,1128,Zijn helmen en beschermers inbegrepen in de prijs?,Zijn helmen en beschermers inbegrepen in de prijs?,Ja. Scooterverhuur omvat twee helmen.,Ja. Scooterverhuur omvat twee helmen.,SÍ,SÍ
SCOOTER,nl,9,1134,Kunnen toeristen een scooter huren in Barcelona?,Kunnen toeristen een scooter huren in Barcelona?,"Ja. Veel reizigers huren in onze winkel vlak bij Vila Olímpica en het strand van Barceloneta. Neem je rijbewijs, identiteitskaart of paspoort mee en neem contact op als je vooraf bevestiging wilt.","Ja. Veel reizigers huren in onze winkel vlak bij Vila Olímpica en het strand van Barceloneta. Neem je rijbewijs, identiteitskaart of paspoort mee en neem contact op als je vooraf bevestiging wilt.",SÍ,SÍ
SCOOTER,nl,10,1140,Wat zijn de beste gebieden om een scooter te gebruiken in de buurt van de winkel?,Wat zijn de beste gebieden om een scooter te gebruiken in de buurt van de winkel?,"Vila Olímpica, Port Olímpic en het strand van Barceloneta bieden enkele van de beste vlakke routes in de buurt van onze winkel.","Vila Olímpica, Port Olímpic en het strand van Barceloneta bieden enkele van de beste vlakke routes in de buurt van onze winkel.",SÍ,SÍ
SCOOTER,nl,11,1147,Welke betaalmethoden accepteren jullie?,Welke betaalmethoden accepteren jullie?,We accepteren kaartbetalingen. PayPal is ook beschikbaar voor online betalingen.,We accepteren kaartbetalingen. PayPal is ook beschikbaar voor online betalingen.,SÍ,SÍ
SCOOTER,pt,1,1060,Devo escolher uma scooter de 50cc ou 125cc?,Devo escolher uma scooter de 50cc ou 125cc?,"Uma scooter de 50cc é prática para percursos urbanos. Uma scooter de 125cc é melhor para trajetos mais longos, subidas ou viagens com passageiro. Consulta o nosso guia 50cc vs 125cc antes de reservar.","Uma scooter de 50cc é prática para percursos urbanos. Uma scooter de 125cc é melhor para trajetos mais longos, subidas ou viagens com passageiro. Consulta o nosso guia 50cc vs 125cc antes de reservar.",SÍ,SÍ
SCOOTER,pt,2,1064,Posso alugar uma scooter em Barcelona hoje?,Posso alugar uma scooter em Barcelona hoje?,O aluguer de scooter no próprio dia pode estar disponível conforme o stock. Contacta-nos por WhatsApp antes de vir para confirmar a disponibilidade.,O aluguer de scooter no próprio dia pode estar disponível conforme o stock. Contacta-nos por WhatsApp antes de vir para confirmar a disponibilidade.,SÍ,SÍ
SCOOTER,pt,3,1068,Onde fica a RSB Rental Scooter Barcelona?,Onde fica a RSB Rental Scooter Barcelona?,"Estamos em Vila Olímpica, na Carrer de Salvador Espriu, 63, 08005 Barcelona, perto da Torre MAPFRE, Port Olímpic, Casino Barcelona e da praia da Barceloneta.","Estamos em Vila Olímpica, na Carrer de Salvador Espriu, 63, 08005 Barcelona, perto da Torre MAPFRE, Port Olímpic, Casino Barcelona e da praia da Barceloneta.",SÍ,SÍ
SCOOTER,pt,4,1072,Oferecem entrega gratuita do scooter no hotel?,Oferecem entrega gratuita do scooter no hotel?,"Sim. A entrega gratuita da scooter no hotel está incluída para alugueres de 3 ou mais dias em Barcelona, sujeita a confirmação de disponibilidade.","Sim. A entrega gratuita da scooter no hotel está incluída para alugueres de 3 ou mais dias em Barcelona, sujeita a confirmação de disponibilidade.",SÍ,SÍ
SCOOTER,pt,5,1076,Posso deixar a minha bagagem ou objetos pessoais na loja durante o aluguer?,Posso deixar a minha bagagem ou objetos pessoais na loja durante o aluguer?,"Dispomos de um serviço gratuito de guarda de bagagem para malas, sapatos, casacos e mochilas na nossa loja supervisionada.","Dispomos de um serviço gratuito de guarda de bagagem para malas, sapatos, casacos e mochilas na nossa loja supervisionada.",SÍ,SÍ
SCOOTER,pt,6,1080,Preciso de carta de condução para alugar um scooter em Barcelona?,Preciso de carta de condução para alugar um scooter em Barcelona?,"A carta de condução necessária depende de alugar uma scooter de 50cc ou 125cc. Verifica se a tua carta é válida para a categoria da scooter antes de reservar. Para scooters de 125cc, precisas de carta de condução categoria B há pelo menos 3 anos, ou da carta de mota correspondente.","A carta de condução necessária depende de alugar uma scooter de 50cc ou 125cc. Verifica se a tua carta é válida para a categoria da scooter antes de reservar. Para scooters de 125cc, precisas de carta de condução categoria B há pelo menos 3 anos, ou da carta de mota correspondente.",SÍ,SÍ
SCOOTER,pt,7,1084,Os alugueres de scooter exigem depósito?,Os alugueres de scooter exigem depósito?,Pode aplicar-se uma caução reembolsável conforme a categoria da scooter e o veículo. Traz o teu documento de identificação ou passaporte e contacta-nos para mais detalhes.,Pode aplicar-se uma caução reembolsável conforme a categoria da scooter e o veículo. Traz o teu documento de identificação ou passaporte e contacta-nos para mais detalhes.,SÍ,SÍ
SCOOTER,pt,8,1088,Os capacetes e as proteções estão incluídos no preço?,Os capacetes e as proteções estão incluídos no preço?,Sim. O aluguer de scooter inclui dois capacetes.,Sim. O aluguer de scooter inclui dois capacetes.,SÍ,SÍ
SCOOTER,pt,9,1092,Os turistas podem alugar um scooter em Barcelona?,Os turistas podem alugar um scooter em Barcelona?,"Sim. Muitos viajantes alugam na nossa loja perto de Vila Olímpica e da praia da Barceloneta. Traz a tua carta, documento de identificação ou passaporte e contacta-nos se quiseres confirmação antes de vir.","Sim. Muitos viajantes alugam na nossa loja perto de Vila Olímpica e da praia da Barceloneta. Traz a tua carta, documento de identificação ou passaporte e contacta-nos se quiseres confirmação antes de vir.",SÍ,SÍ
SCOOTER,pt,10,1096,Quais são as melhores zonas para usar um scooter perto da loja?,Quais são as melhores zonas para usar um scooter perto da loja?,"Vila Olímpica, Port Olímpic e a praia da Barceloneta oferecem algumas das melhores rotas planas perto da nossa loja.","Vila Olímpica, Port Olímpic e a praia da Barceloneta oferecem algumas das melhores rotas planas perto da nossa loja.",SÍ,SÍ
SCOOTER,pt,11,1100,É possível devolver o scooter fora do horário?,É possível devolver o scooter fora do horário?,Sim. As devoluções do scooter fora do horário são possíveis. Contacta-nos com antecedência.,Sim. As devoluções do scooter fora do horário são possíveis. Contacta-nos com antecedência.,SÍ,SÍ
SCOOTER,pt,12,1104,Que métodos de pagamento aceitam?,Que métodos de pagamento aceitam?,Aceitamos pagamentos com cartão. O PayPal também está disponível para pagamentos online.,Aceitamos pagamentos com cartão. O PayPal também está disponível para pagamentos online.,SÍ,SÍ
SCOOTER,ca,1,1036,Em convé un scooter de 50cc o de 125cc?,Em convé un scooter de 50cc o de 125cc?,"Un scooter de 50cc és pràctic per a rutes urbanes. Un scooter de 125cc és millor per a rutes més llargues, pujades o si hi viatgen dues persones. Consulta la nostra guia 50cc vs 125cc abans de reservar.","Un scooter de 50cc és pràctic per a rutes urbanes. Un scooter de 125cc és millor per a rutes més llargues, pujades o si hi viatgen dues persones. Consulta la nostra guia 50cc vs 125cc abans de reservar.",SÍ,SÍ
SCOOTER,ca,2,1040,Puc llogar un scooter avui a Barcelona?,Puc llogar un scooter avui a Barcelona?,Pot haver-hi lloguer de scooter el mateix dia segons disponibilitat. Escriu-nos per WhatsApp abans de venir per confirmar-ho.,Pot haver-hi lloguer de scooter el mateix dia segons disponibilitat. Escriu-nos per WhatsApp abans de venir per confirmar-ho.,SÍ,SÍ
SCOOTER,ca,3,1044,On és RSB Rental Scooter Barcelona?,On és RSB Rental Scooter Barcelona?,"Som a Vila Olímpica, al Carrer de Salvador Espriu, 63, 08005 Barcelona, a prop de Torre MAPFRE, Port Olímpic, Casino Barcelona i la platja de la Barceloneta.","Som a Vila Olímpica, al Carrer de Salvador Espriu, 63, 08005 Barcelona, a prop de Torre MAPFRE, Port Olímpic, Casino Barcelona i la platja de la Barceloneta.",SÍ,SÍ
SCOOTER,ca,4,1048,Oferiu el lliurament gratuït del scooter a l’hotel?,Oferiu el lliurament gratuït del scooter a l’hotel?,"Sí. El lliurament gratuït del scooter a l’hotel està inclòs per a lloguers de 3 dies o més a Barcelona, subjecte a confirmació de disponibilitat.","Sí. El lliurament gratuït del scooter a l’hotel està inclòs per a lloguers de 3 dies o més a Barcelona, subjecte a confirmació de disponibilitat.",SÍ,SÍ
SCOOTER,ca,5,1052,Puc deixar l’equipatge o els meus objectes personals a la botiga durant el lloguer?,Puc deixar l’equipatge o els meus objectes personals a la botiga durant el lloguer?,"Disposem d’un servei gratuït de guarda d’equipatge per a maletes, sabates, jaquetes i motxilles a la nostra botiga supervisada.","Disposem d’un servei gratuït de guarda d’equipatge per a maletes, sabates, jaquetes i motxilles a la nostra botiga supervisada.",SÍ,SÍ
SCOOTER,ca,6,1056,Necessito carnet de conduir per llogar un scooter a Barcelona?,Necessito carnet de conduir per llogar un scooter a Barcelona?,"El carnet necessari depèn de si llogues un scooter de 50cc o de 125cc. Comprova que el teu permís sigui vàlid per a la categoria del scooter abans de reservar. Per a scooters de 125cc, necessites un carnet tipus B amb almenys 3 anys d’antiguitat, o el permís de moto corresponent.","El carnet necessari depèn de si llogues un scooter de 50cc o de 125cc. Comprova que el teu permís sigui vàlid per a la categoria del scooter abans de reservar. Per a scooters de 125cc, necessites un carnet tipus B amb almenys 3 anys d’antiguitat, o el permís de moto corresponent.",SÍ,SÍ
SCOOTER,ca,7,1060,Els lloguers de scooter requereixen dipòsit?,Els lloguers de scooter requereixen dipòsit?,Pot aplicar-se un dipòsit reemborsable segons la categoria del scooter i el vehicle. Porta el DNI o passaport i contacta’ns per a més detalls.,Pot aplicar-se un dipòsit reemborsable segons la categoria del scooter i el vehicle. Porta el DNI o passaport i contacta’ns per a més detalls.,SÍ,SÍ
SCOOTER,ca,8,1064,Estan inclosos els cascs i les proteccions en el preu?,Estan inclosos els cascs i les proteccions en el preu?,Sí. El lloguer de scooter inclou dos cascs.,Sí. El lloguer de scooter inclou dos cascs.,SÍ,SÍ
SCOOTER,ca,9,1068,Els turistes poden llogar un scooter a Barcelona?,Els turistes poden llogar un scooter a Barcelona?,"Sí. Molts viatgers lloguen a la nostra botiga a prop de Vila Olímpica i la platja de la Barceloneta. Porta el teu carnet, DNI o passaport i contacta’ns si vols confirmació abans de venir.","Sí. Molts viatgers lloguen a la nostra botiga a prop de Vila Olímpica i la platja de la Barceloneta. Porta el teu carnet, DNI o passaport i contacta’ns si vols confirmació abans de venir.",SÍ,SÍ
SCOOTER,ca,10,1072,Quines són les millors zones per fer servir un scooter a prop de la botiga?,Quines són les millors zones per fer servir un scooter a prop de la botiga?,"Vila Olímpica, Port Olímpic i la platja de la Barceloneta ofereixen algunes de les millors rutes planes a prop de la nostra botiga.","Vila Olímpica, Port Olímpic i la platja de la Barceloneta ofereixen algunes de les millors rutes planes a prop de la nostra botiga.",SÍ,SÍ
SCOOTER,ca,11,1076,Quins mètodes de pagament accepteu?,Quins mètodes de pagament accepteu?,Acceptem pagaments amb targeta. PayPal també està disponible per a pagaments en línia.,Acceptem pagaments amb targeta. PayPal també està disponible per a pagaments en línia.,SÍ,SÍ
SCOOTER,sv,1,1049,Ska jag välja en 50cc- eller 125cc-scooter?,Ska jag välja en 50cc- eller 125cc-scooter?,"En 50cc-scooter är praktisk för stadskörning. En 125cc-scooter passar bättre för längre sträckor, backar eller körning med passagerare. Läs vår guide om 50cc eller 125cc innan du bokar.","En 50cc-scooter är praktisk för stadskörning. En 125cc-scooter passar bättre för längre sträckor, backar eller körning med passagerare. Läs vår guide om 50cc eller 125cc innan du bokar.",SÍ,SÍ
SCOOTER,sv,2,1053,Kan jag hyra en scooter i Barcelona idag?,Kan jag hyra en scooter i Barcelona idag?,Scooteruthyrning samma dag kan vara tillgänglig beroende på lager. Kontakta oss på WhatsApp innan du kommer för att bekräfta tillgänglighet.,Scooteruthyrning samma dag kan vara tillgänglig beroende på lager. Kontakta oss på WhatsApp innan du kommer för att bekräfta tillgänglighet.,SÍ,SÍ
SCOOTER,sv,3,1057,Var ligger RSB Rental Scooter Barcelona?,Var ligger RSB Rental Scooter Barcelona?,"Vi finns i Vila Olímpica, på Carrer de Salvador Espriu, 63, 08005 Barcelona, nära Torre MAPFRE, Port Olímpic, Casino Barcelona och Barcelonetas strand.","Vi finns i Vila Olímpica, på Carrer de Salvador Espriu, 63, 08005 Barcelona, nära Torre MAPFRE, Port Olímpic, Casino Barcelona och Barcelonetas strand.",SÍ,SÍ
SCOOTER,sv,4,1061,Erbjuder ni gratis hotellleverans av scooter?,Erbjuder ni gratis hotellleverans av scooter?,"Ja. Gratis leverans av scootern till hotell ingår för uthyrningar på 3 dagar eller mer i Barcelona, med förbehåll för bekräftad tillgänglighet.","Ja. Gratis leverans av scootern till hotell ingår för uthyrningar på 3 dagar eller mer i Barcelona, med förbehåll för bekräftad tillgänglighet.",SÍ,SÍ
SCOOTER,sv,5,1065,Kan jag lämna bagage eller personliga saker i butiken under hyran?,Kan jag lämna bagage eller personliga saker i butiken under hyran?,"Gratis förvaring för bagage, skor, jackor och ryggsäckar finns i vår övervakade butik.","Gratis förvaring för bagage, skor, jackor och ryggsäckar finns i vår övervakade butik.",SÍ,SÍ
SCOOTER,sv,6,1069,Behöver jag körkort för att hyra en scooter i Barcelona?,Behöver jag körkort för att hyra en scooter i Barcelona?,"Vilket körkort som krävs beror på om du hyr en 50cc- eller 125cc-scooter. Kontrollera att ditt körkort gäller för scooterns kategori innan du bokar. För 125cc-scootrar behöver du B-körkort sedan minst 3 år, eller motsvarande motorcykelkörkort.","Vilket körkort som krävs beror på om du hyr en 50cc- eller 125cc-scooter. Kontrollera att ditt körkort gäller för scooterns kategori innan du bokar. För 125cc-scootrar behöver du B-körkort sedan minst 3 år, eller motsvarande motorcykelkörkort.",SÍ,SÍ
SCOOTER,sv,7,1073,Kräver scooterhyror deposition?,Kräver scooterhyror deposition?,En återbetalningsbar deposition kan krävas beroende på scooterns kategori och fordonet. Ta med ID eller pass och kontakta oss för mer information.,En återbetalningsbar deposition kan krävas beroende på scooterns kategori och fordonet. Ta med ID eller pass och kontakta oss för mer information.,SÍ,SÍ
SCOOTER,sv,8,1077,Ingår hjälmar och skydd i priset?,Ingår hjälmar och skydd i priset?,Ja. Scooteruthyrning inkluderar två hjälmar.,Ja. Scooteruthyrning inkluderar två hjälmar.,SÍ,SÍ
SCOOTER,sv,9,1081,Kan turister hyra en scooter i Barcelona?,Kan turister hyra en scooter i Barcelona?,"Ja. Många resenärer hyr i vår butik nära Vila Olímpica och stranden Barceloneta. Ta med körkort, ID-kort eller pass och kontakta oss om du vill ha en bekräftelse innan du kommer.","Ja. Många resenärer hyr i vår butik nära Vila Olímpica och stranden Barceloneta. Ta med körkort, ID-kort eller pass och kontakta oss om du vill ha en bekräftelse innan du kommer.",SÍ,SÍ
SCOOTER,sv,10,1085,Vilka är de bästa områdena för att köra scooter nära butiken?,Vilka är de bästa områdena för att köra scooter nära butiken?,"Vila Olímpica, Port Olímpic och Barcelonetas strand erbjuder några av de bästa platta rutterna nära vår butik.","Vila Olímpica, Port Olímpic och Barcelonetas strand erbjuder några av de bästa platta rutterna nära vår butik.",SÍ,SÍ
SCOOTER,sv,11,1090,Vilka betalningsmetoder accepterar ni?,Vilka betalningsmetoder accepterar ni?,Vi accepterar kortbetalningar. PayPal är också tillgängligt för onlinebetalningar.,Vi accepterar kortbetalningar. PayPal är också tillgängligt för onlinebetalningar.,SÍ,SÍ
SCOOTER,pl,1,1103,Czy wybrać skuter 50cc czy 125cc?,Czy wybrać skuter 50cc czy 125cc?,"Skuter 50cc sprawdza się na trasach miejskich. Skuter 125cc jest lepszy na dłuższe trasy, podjazdy lub jazdę z pasażerem. Przed rezerwacją sprawdź nasz przewodnik 50cc vs 125cc.","Skuter 50cc sprawdza się na trasach miejskich. Skuter 125cc jest lepszy na dłuższe trasy, podjazdy lub jazdę z pasażerem. Przed rezerwacją sprawdź nasz przewodnik 50cc vs 125cc.",SÍ,SÍ
SCOOTER,pl,2,1107,Czy mogę wynająć skuter w Barcelonie dzisiaj?,Czy mogę wynająć skuter w Barcelonie dzisiaj?,"Wynajem skutera tego samego dnia może być dostępny w zależności od stanu floty. Skontaktuj się z nami przez WhatsApp przed przyjazdem, aby potwierdzić dostępność.","Wynajem skutera tego samego dnia może być dostępny w zależności od stanu floty. Skontaktuj się z nami przez WhatsApp przed przyjazdem, aby potwierdzić dostępność.",SÍ,SÍ
SCOOTER,pl,3,1111,Gdzie znajduje się RSB Rental Scooter Barcelona?,Gdzie znajduje się RSB Rental Scooter Barcelona?,"Jesteśmy w Vila Olímpica, przy Carrer de Salvador Espriu, 63, 08005 Barcelona, naprzeciwko plaży i obok Port Olímpic.","Jesteśmy w Vila Olímpica, przy Carrer de Salvador Espriu, 63, 08005 Barcelona, naprzeciwko plaży i obok Port Olímpic.",SÍ,SÍ
SCOOTER,pl,4,1115,Czy oferujecie darmową dostawę skutera do hotelu?,Czy oferujecie darmową dostawę skutera do hotelu?,"Tak. Bezpłatna dostawa skutera do hotelu jest wliczona przy wynajmie na 3 dni lub dłużej w Barcelonie, pod warunkiem potwierdzenia dostępności.","Tak. Bezpłatna dostawa skutera do hotelu jest wliczona przy wynajmie na 3 dni lub dłużej w Barcelonie, pod warunkiem potwierdzenia dostępności.",SÍ,SÍ
SCOOTER,pl,5,1119,Czy mogę zostawić bagaż lub rzeczy osobiste w wypożyczalni podczas wynajmu?,Czy mogę zostawić bagaż lub rzeczy osobiste w wypożyczalni podczas wynajmu?,"Tak. Darmowe przechowanie bagażu, butów, kurtek i plecaków jest dostępne w naszej nadzorowanej wypożyczalni.","Tak. Darmowe przechowanie bagażu, butów, kurtek i plecaków jest dostępne w naszej nadzorowanej wypożyczalni.",SÍ,SÍ
SCOOTER,pl,6,1123,"Czy potrzebuję prawa jazdy, aby wynająć skuter w Barcelonie?","Czy potrzebuję prawa jazdy, aby wynająć skuter w Barcelonie?","Wymagane prawo jazdy zależy od tego, czy wynajmujesz skuter 50cc czy 125cc. Przed rezerwacją sprawdź, czy Twoje prawo jazdy jest ważne dla danej kategorii skutera. W przypadku skuterów 125cc potrzebne jest prawo jazdy kategorii B posiadane od co najmniej 3 lat albo odpowiednie prawo jazdy na motocykl.","Wymagane prawo jazdy zależy od tego, czy wynajmujesz skuter 50cc czy 125cc. Przed rezerwacją sprawdź, czy Twoje prawo jazdy jest ważne dla danej kategorii skutera. W przypadku skuterów 125cc potrzebne jest prawo jazdy kategorii B posiadane od co najmniej 3 lat albo odpowiednie prawo jazdy na motocykl.",SÍ,SÍ
SCOOTER,pl,7,1127,Czy wynajem skutera wymaga kaucji?,Czy wynajem skutera wymaga kaucji?,"Może obowiązywać zwrotna kaucja w zależności od kategorii skutera i pojazdu. Zabierz dowód osobisty lub paszport i skontaktuj się z nami, aby uzyskać więcej informacji.","Może obowiązywać zwrotna kaucja w zależności od kategorii skutera i pojazdu. Zabierz dowód osobisty lub paszport i skontaktuj się z nami, aby uzyskać więcej informacji.",SÍ,SÍ
SCOOTER,pl,8,1131,Czy kaski i ochraniacze są wliczone w cenę?,Czy kaski i ochraniacze są wliczone w cenę?,Tak. Wynajem skutera obejmuje dwa kaski.,Tak. Wynajem skutera obejmuje dwa kaski.,SÍ,SÍ
SCOOTER,pl,9,1135,Czy turyści mogą wynająć skuter w Barcelonie?,Czy turyści mogą wynająć skuter w Barcelonie?,"Tak. Wielu podróżnych wynajmuje w naszej wypożyczalni blisko Vila Olímpica i plaży Barceloneta. Weź prawo jazdy, dokument tożsamości lub paszport i skontaktuj się z nami, jeśli chcesz potwierdzić szczegóły przed wizytą.","Tak. Wielu podróżnych wynajmuje w naszej wypożyczalni blisko Vila Olímpica i plaży Barceloneta. Weź prawo jazdy, dokument tożsamości lub paszport i skontaktuj się z nami, jeśli chcesz potwierdzić szczegóły przed wizytą.",SÍ,SÍ
SCOOTER,pl,10,1139,Gdzie najlepiej jeździć skuterem blisko wypożyczalni?,Gdzie najlepiej jeździć skuterem blisko wypożyczalni?,"Vila Olímpica, Port Olímpic i plaża Barceloneta oferują jedne z najlepszych płaskich tras blisko naszej wypożyczalni.","Vila Olímpica, Port Olímpic i plaża Barceloneta oferują jedne z najlepszych płaskich tras blisko naszej wypożyczalni.",SÍ,SÍ
SCOOTER,pl,11,1144,Jakie metody płatności akceptujecie?,Jakie metody płatności akceptujecie?,Akceptujemy płatności kartą. PayPal jest również dostępny przy płatnościach online.,Akceptujemy płatności kartą. PayPal jest również dostępny przy płatnościach online.,SÍ,SÍ
ROLLERBLADES,en,1,1068,Do I need experience to rent inline skates?,Do I need experience to rent inline skates?,"No, you don’t need any previous experience. We provide comfortable skates for beginners and experienced skaters, as well as practical route guidance and rental advice.","No, you don’t need any previous experience. We provide comfortable skates for beginners and experienced skaters, as well as practical route guidance and rental advice.",SÍ,SÍ
ROLLERBLADES,en,2,1072,Is protective gear included with the rental?,Is protective gear included with the rental?,"Yes. Children's helmet, wrist guards, knee pads and elbow pads are included with every inline skates rental at no extra cost.","Yes. Children's helmet, wrist guards, knee pads and elbow pads are included with every inline skates rental at no extra cost.",SÍ,SÍ
ROLLERBLADES,en,3,1076,Where can I rollerblade near the shop?,Where can I rollerblade near the shop?,Our rental shop is just steps from the seafront promenade and Port Olímpic. The flat coastal paths and Ciutadella Park offer great routes for rollerblading near our store.,Our rental shop is just steps from the seafront promenade and Port Olímpic. The flat coastal paths and Ciutadella Park offer great routes for rollerblading near our store.,SÍ,SÍ
ROLLERBLADES,en,4,1080,Can children rent inline skates?,Can children rent inline skates?,"Yes. We have a full range of sizes for kids, teenagers and adults. Our staff help you choose the right size and recommend safe family routes.","Yes. We have a full range of sizes for kids, teenagers and adults. Our staff help you choose the right size and recommend safe family routes.",SÍ,SÍ
